lol ;)	laugh out loud laugh out loud	2	-1	 lol[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
@omgnull: I spoke to @jwage about this and we agreed it's best to have 1.0 support both drivers. The performance implications of the version check are quite trivial:    php ?php samples   100000; start   microtime(true);for ( i   0;  i    samples;    i) {version_compare(phpversion('mongo'), '1.3.0', ' ');}echo (microtime(true) -  start) /  samples . "\n";   Output:   7.8979015350342E-7   	@omgnull: I spoke to @jwage about this and we agreed it's best to have 1.0 support both drivers.<br> The performance implications of the version check are quite trivial:    php ?<br>php samples   100; start   microtime(true)for ( i   0;  i    samples;    i) {version_compare(phpversion('mongo') '1.3.0', ' ');}echo (microtime(true) -  start) /  samples .<br> "\n"   Output:   7.8979015350342E-7  	2	-2	 @omgnull[0] I[0] spoke[0] to[0] @jwage[0] about[0] this[0] and[0] we[0] agreed[0] it's[0] best[1] to[0] have[0] 1[0] .0[0] support[1] both[0] drivers[0] [[Sentence=-1,2=word max, 1-5]] The[0] performance[0] implications[0] of[0] the[0] version[0] check[0] are[0] quite[0] trivial[-1] php[0] [[Sentence=-2,1=word max, 1-5]] php[0] samples[0] 100000/100[0][+0.6 MultipleLetters] start[0] microtime[0] true[1] for[0] i[0] 0[0] i[0] samples[0] i[0] {version_compare[0] phpversion[0] 'mongo'[0] '1[0] .3[0] .0'[0] '[0] '[0] );}echo[0] microtime[0] true[1] start[0] /[0] samples[0] [[Sentence=-1,2=word max, 1-5]] "\n[0] Output[0] 7[0] .8979015350342E[0] -7[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
@jmikola ok I get it. Another suggest is to check version only once at constructor and then check only boolean flag?	@jmikola ok I get it.<br> Another suggest is to check version only once at constructor and then check only boolean flag?	1	-1	 @jmikola[0] ok[0] I[0] get[0] it[0] [[Sentence=-1,1=word max, 1-5]] Another[0] suggest[0] is[0] to[0] check[0] version[0] only[0] once[0] at[0] constructor[0] and[0] then[0] check[0] only[0] boolean[0] flag[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
This should not have been committed without also updating mongodb-odm because it breaks mongodb-odm. See Doctrine/mongodb-odm#460.	This should not have been committed without also updating mongodb-odm because it breaks mongodb-odm.<br> See Doctrine/mongodb-odm#460.	1	-1	 This[0] should[0] not[0] have[0] been[0] committed[0] without[0] also[0] updating[0] mongodb[0] odm[0] because[0] it[0] breaks[0] mongodb[0] odm[0] [[Sentence=-1,1=word max, 1-5]] See[0] Doctrine/mongodb[0] odm#460[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
ODM _was_ updated to require a previous version of doctrine/mongodb. See doctrine/mongodb-odm@29c6b58c9e65f5717aaea147600c702a4083b9c8	ODM _was_ updated to require a previous version of doctrine/mongodb.<br> See doctrine/mongodb-odm@29c6b58c9e65f5717aea147600c702a4083b9c8	1	-1	 ODM[0] _was_[0] updated[0] to[0] require[0] a[0] previous[0] version[0] of[0] doctrine/mongodb[0] [[Sentence=-1,1=word max, 1-5]] See[0] doctrine/mongodb[0] odm@29c6b58c9e65f5717aaea147600c702a4083b9c8/odm@29c6b58c9e65f5717aea147600c702a4083b9c8[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Oh, I see, but it's a logical fallacy to assume everyone uses composer.	Oh, I see, but it's a logical fallacy to assume everyone uses composer.	1	-2	 Oh[0] I[0] see[0] but[0] it's[0] a[0] logical[0] fallacy[-1] to[0] assume[0] everyone[0] uses[0] composer[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
@jwage: Any idea why this returns   a  instead of the result, like  insert()  and  save()  currently do? Does ODM depend on it?	@jwage: Any idea why this returns   a  instead of the result, like  insert(  and  save(  currently do?<br> Does ODM depend on it?	2	-1	 @jwage[0] Any[0] idea[0] why[0] this[0] returns[0] a[0] instead[0] of[0] the[0] result[0] like[1] insert[0] and[0] save[1] currently[0] do[0] [[Sentence=-1,2=word max, 1-5]] Does[0] ODM[0] depend[0] on[0] it[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
This was never required because MongoCollection is mocked. Also, it was oddly passing even though   result  was  true .	This was never required because MongoCollection is mocked.<br> Also, it was oddly passing even though   result  was  true .	2	-3	 This[0] was[0] never[0] required[0] because[0] MongoCollection[0] is[0] mocked[-2] [[Sentence=-3,1=word max, 1-5]] Also[0] it[0] was[0] oddly[0] passing[0] even[0] though[0] result[0] was[0] true[1] [[Sentence=-1,2=word max, 1-5]][[[2,-3 max of sentences]]]
I don't think any reason exists. It should behave like MongoCollection::batchInsert() does.http://us2.php.net/manual/en/mongocollection.batchinsert.php	I don't think any reason exists.<br> It should behave like MongoCollection:batchInsert( does.<br>http://us2.<br>php.<br>net/manual/en/mongocollection.<br>batchinsert.<br>php	2	-1	 I[0] don't[0] think[0] any[0] reason[0] exists[0] [[Sentence=-1,1=word max, 1-5]] It[0] should[0] behave[0] like[1] MongoCollection[0] batchInsert[0] does[0] [[Sentence=-1,2=word max, 1-5]] http[0] ://us2[0] [[Sentence=-1,1=word max, 1-5]] php[0] [[Sentence=-1,1=word max, 1-5]] net/manual/en/mongocollection[0] [[Sentence=-1,1=word max, 1-5]] batchinsert[0] [[Sentence=-1,1=word max, 1-5]] php[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
After apply this change I obtain the next error:   Argument 3 passed to Doctrine\ODM\MongoDB\Hydrator\HydratorFactory::hydrate() must be an array, null given   	After apply this change I obtain the next error:   Argument 3 passed to Doctrine\ODM\MongoDB\Hydrator\HydratorFactory:hydrate( must be an array, null given  	1	-2	 After[0] apply[0] this[0] change[0] I[0] obtain[0] the[0] next[0] error[-1] Argument[-1] 3[0] passed[0] to[0] Doctrine\ODM\MongoDB\Hydrator\HydratorFactory[0] hydrate[0] must[0] be[0] an[0] array[0] null[0] given[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
doctrine/mongodb-odm#565 is the PR where I'm tracking ODM changes for this functionality. I'll make a note of this there.I would not rely on using 1.1.x of doctrine/mongodb until ODM's composer.json file is properly updated in a subsequent beta release.	doctrine/mongodb-odm#565 is the PR where I'm tracking ODM changes for this functionality.<br> I'll make a note of this there.<br>I would not rely on using 1.1.<br>x of doctrine/mongodb until ODM's composer.<br>json file is properly updated in a subsequent beta release.	2	-1	 doctrine/mongodb[0] odm#565[0] is[0] the[0] PR[0] where[0] I'm[0] tracking[0] ODM[0] changes[0] for[0] this[0] functionality[0] [[Sentence=-1,1=word max, 1-5]] I'll[0] make[0] a[0] note[0] of[0] this[0] there[0] [[Sentence=-1,1=word max, 1-5]] I[0] would[0] not[0] rely[0] on[0] using[0] 1[0] .1[0] [[Sentence=-1,1=word max, 1-5]] x[1] of[0] doctrine/mongodb[0] until[0] ODM's[0] composer[0] [[Sentence=-1,2=word max, 1-5]] json[0] file[0] is[0] properly[0] updated[0] in[0] a[0] subsequent[0] beta[0] release[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
@henrikbjorn: Please let me know if this addresses your needs. All Collection events should now use MutableEventArgs for their results (where sensible), and the event class here will store changed data when necessary (in an attempt to use memory efficiently).	@henrikbjorn: Please let me know if this addresses your needs.<br> All Collection events should now use MutableEventArgs for their results (where sensible) and the event class here will store changed data when necessary (in an attempt to use memory efficiently)	2	-1	 @henrikbjorn[0] Please[1] let[0] me[0] know[0] if[0] this[0] addresses[0] your[0] needs[0] [[Sentence=-1,2=word max, 1-5]] All[0] Collection[0] events[0] should[0] now[0] use[0] MutableEventArgs[0] for[0] their[0] results[0] where[0] sensible[0] and[0] the[0] event[0] class[0] here[0] will[0] store[0] changed[0] data[0] when[0] necessary[0] in[0] an[0] attempt[0] to[0] use[0] memory[0] efficiently[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
Had to read this a few times to get that it means a cursor to _the_ results in an output collection.	Had to read this a few times to get that it means a cursor to _the_ results in an output collection.	1	-1	 Had[0] to[0] read[0] this[0] a[0] few[0] times[0] to[0] get[0] that[0] it[0] means[0] a[0] cursor[0] to[0] _the_[0] results[0] in[0] an[0] output[0] collection[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Hi Jeremy,The same change needs to be made in doctrine/mongodb-odm.Details here:https://github.com/doctrine/mongodb-odm/issues/643Guess this is an easy one for you to fix?Cheers,Steve	Hi Jeremy,The same change needs to be made in doctrine/mongodb-odm.<br>Details here:https://github.<br>com/doctrine/mongodb-odm/issues/643Guess this is an easy one for you to fix?<br>Cheers,Steve	1	-1	 Hi[0] Jeremy[0] The[0] same[0] change[0] needs[0] to[0] be[0] made[0] in[0] doctrine/mongodb[0] odm[0] [[Sentence=-1,1=word max, 1-5]] Details[0] here[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/doctrine/mongodb[0] odm/issues/643Guess[0] this[0] is[0] an[0] easy[0] one[0] for[0] you[0] to[0] fix[0] [[Sentence=-1,1=word max, 1-5]] Cheers[0] Steve[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
@SteveTalbot: See my reply in https://github.com/doctrine/mongodb-odm/issues/643. Thanks.	@SteveTalbot: See my reply in https://github.<br>com/doctrine/mongodb-odm/issues/643.<br> Thanks.	2	-1	 @SteveTalbot[0] See[0] my[0] reply[0] in[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/doctrine/mongodb[0] odm/issues/643[0] [[Sentence=-1,1=word max, 1-5]] Thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
This also changes  group() 's return value to an ArrayIterator of the actual results instead of the command response document. Currently, that means the  count  and  keys  result fields will be lost. In the future, ArrayIterator should be enhanced to store additional metadata (or perhaps a copy of the full command response).	This also changes  group( 's return value to an ArrayIterator of the actual results instead of the command response document.<br> Currently, that means the  count  and  keys  result fields will be lost.<br> In the future, ArrayIterator should be enhanced to store additional metadata (or perhaps a copy of the full command response)	2	-1	 This[0] also[0] changes[0] group[0] 's[0] return[0] value[1] to[0] an[0] ArrayIterator[0] of[0] the[0] actual[0] results[0] instead[0] of[0] the[0] command[0] response[0] document[0] [[Sentence=-1,2=word max, 1-5]] Currently[0] that[0] means[0] the[0] count[0] and[0] keys[0] result[0] fields[0] will[0] be[0] lost[0] [[Sentence=-1,1=word max, 1-5]] In[0] the[0] future[0] ArrayIterator[0] should[0] be[0] enhanced[0] to[0] store[0] additional[0] metadata[0] or[0] perhaps[0] a[0] copy[0] of[0] the[0] full[0] command[0] response[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
I think that should be 1.0.10	I think that should be 1.0.10	1	-1	 I[0] think[0] that[0] should[0] be[0] 1[0] .0[0] .10[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Correct. Thanks for catching this!	Correct.<br> Thanks for catching this!	2	-1	 Correct[0] [[Sentence=-1,1=word max, 1-5]] Thanks[1] for[0] catching[0] this[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
LGTM.	LGTM.	1	-1	 LGTM[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
why did you change the default value from  false  to  true , did that change happen intentionally?	why did you change the default value from  false  to  true , did that change happen intentionally?	2	-2	 why[0] did[0] you[0] change[0] the[0] default[-1] value[1] from[0] false[0] to[0] true[1] did[0] that[0] change[0] happen[0] intentionally[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
No, looks like that one slipped through somehow. Thanks for catching it, I'll create a PR to change it back.	No, looks like that one slipped through somehow.<br> Thanks for catching it, I'll create a PR to change it back.	2	-1	 No[0] looks[0] like[1] that[0] one[0] slipped[0] through[0] somehow[0] [[Sentence=-1,2=word max, 1-5]] Thanks[1] for[0] catching[0] it[0] I'll[0] create[0] a[0] PR[0] to[0] change[0] it[0] back[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
  this- expr- addOr(...func_get_args()); ?	  this- expr- addOr(<br>func_get_args( ?	1	-1	 this[0] expr[0] addOr[0] [[Sentence=-1,1=word max, 1-5]] func_get_args[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Are you referring to the splat operator ( ... )? That was added in PHP 5.6: https://secure.php.net/manual/en/migration56.new-features.php#migration56.new-features.splat	Are you referring to the splat operator ( .<br> )<br> That was added in PHP 5.6: https://secure.<br>php.<br>net/manual/en/migration56.<br>new-features.<br>php#migration56.<br>new-features.<br>splat	1	-1	 Are[0] you[0] referring[0] to[0] the[0] splat[0] operator[0] [[Sentence=-1,1=word max, 1-5]] That[0] was[0] added[0] in[0] PHP[0] 5[0] .6[0] https[0] ://secure[0] [[Sentence=-1,1=word max, 1-5]] php[0] [[Sentence=-1,1=word max, 1-5]] net/manual/en/migration56[0] [[Sentence=-1,1=word max, 1-5]] new[0] features[0] [[Sentence=-1,1=word max, 1-5]] php#migration56[0] [[Sentence=-1,1=word max, 1-5]] new[0] features[0] [[Sentence=-1,1=word max, 1-5]] splat[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
thanks.	thanks.	2	-1	 thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Can the note about this alias be removed now? (Still trying to digest these changes!)	Can the note about this alias be removed now?<br> (Still trying to digest these changes!	1	-1	 Can[0] the[0] note[0] about[0] this[0] alias[0] be[0] removed[0] now[0] [[Sentence=-1,1=word max, 1-5]] Still[0] trying[0] to[0] digest[0] these[0] changes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Yes, I have changed it now.	Yes, I have changed it now.	1	-1	 Yes[0] I[0] have[0] changed[0] it[0] now[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Mockery is only needed for tests, so that's why i included it only in Travis config.	Mockery is only needed for tests, so that's why i included it only in Travis config.	1	-3	 Mockery[-2] is[0] only[0] needed[0] for[0] tests[0] so[0] that's[0] why[0] i[0] included[0] it[0] only[0] in[0] Travis[0] config[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
That's why I put it in require-dev. Makes more sense for contributors running the tests locally.	That's why I put it in require-dev.<br> Makes more sense for contributors running the tests locally.	1	-1	 That's[0] why[0] I[0] put[0] it[0] in[0] require[0] dev[0] [[Sentence=-1,1=word max, 1-5]] Makes[0] more[0] sense[0] for[0] contributors[0] running[0] the[0] tests[0] locally[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
I think that the   text  operator can't be added like that in the list of  where  operators because this operator doesn't apply on a specific field but on all the indexed fields. That's why I use a query scope like that for now :    PHPpublic function scopeWhereFullText( query,  search){return  query- whereRaw(array(' text'    array(' search'     search)));}   You can see the doc : http://docs.mongodb.org/manual/reference/operator/query/text/	I think that the   text  operator can't be added like that in the list of  where  operators because this operator doesn't apply on a specific field but on all the indexed fields.<br> That's why I use a query scope like that for now :    PHPpublic function scopeWhereFullText( query,  search){return  query- whereRaw(array(' text'    array(' search'     search));}   You can see the doc : http://docs.<br>mongodb.<br>org/manual/reference/operator/query/text/	2	-1	 I[0] think[0] that[0] the[0] text[0] operator[0] can't[0] be[0] added[0] like[1] that[0] in[0] the[0] list[0] of[0] where[0] operators[0] because[0] this[0] operator[0] doesn't[0] apply[0] on[0] a[0] specific[0] field[0] but[0] on[0] all[0] the[0] indexed[0] fields[0] [[Sentence=-1,2=word max, 1-5]] That's[0] why[0] I[0] use[0] a[0] query[0] scope[0] like[1] that[0] for[0] now[0] PHPpublic[0] function[0] scopeWhereFullText[0] query[0] search[0] ){return[0] query[0] whereRaw[0] array[0] '[0] text'[0] array[0] '[0] search'[0] search[0] )));}/));}[0] You[0] can[0] see[0] the[0] doc[0] http[0] ://docs[0] [[Sentence=-1,2=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/manual/reference/operator/query/text/[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
I advise against this. It won't install Mongo automatically, but just fail if it can't be found.There's no value in that.	I advise against this.<br> It won't install Mongo automatically, but just fail if it can't be found.<br>There's no value in that.	2	-2	 I[0] advise[0] against[-1] this[0] [[Sentence=-2,1=word max, 1-5]] It[0] won't[0] install[0] Mongo[0] automatically[0] but[0] just[0] fail[-2][--1 LastWordBoosterStrength] if[0] it[0] can't[0] be[0] found[0] [[Sentence=-2,1=word max, 1-5]] There's[0] no[0] value[1] in[0] that[0] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
It has advantages and disadvantages I guess. For example, if you use https://github.com/mongofill/mongofill you don't need the extension.	It has advantages and disadvantages I guess.<br> For example, if you use https://github.<br>com/mongofill/mongofill you don't need the extension.	1	-2	 It[0] has[0] advantages[0] and[0] disadvantages[-1] I[0] guess[0] [[Sentence=-2,1=word max, 1-5]] For[0] example[0] if[0] you[0] use[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongofill/mongofill[0] you[0] don't[0] need[0] the[0] extension[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
